cccd_number,province_code,province_name,gender,birth_year,birth_month,birth_day,birth_date,century,gender_century_code,sequence_number,checksum_digit,valid
022170061252,022,Quảng Ninh,Nữ,1970,6,12,12/06/1970,20,1,5,2,True
022175031724,022,Quảng Ninh,Nữ,1975,3,17,17/03/1975,20,1,2,4,True
022172071891,022,Quảng Ninh,Nữ,1972,7,18,18/07/1972,20,1,9,1,True
022171091010,022,Quảng Ninh,Nữ,1971,9,10,10/09/1971,20,1,1,0,True
022168030860,022,Quảng Ninh,Nữ,1968,3,8,08/03/1968,20,1,6,0,True
022170082680,022,Quảng Ninh,Nữ,1970,8,26,26/08/1970,20,1,8,0,True
022165090597,022,Quảng Ninh,Nữ,1965,9,5,05/09/1965,20,1,9,7,True
022175012066,022,Quảng Ninh,Nữ,1975,1,20,20/01/1975,20,1,6,6,True
022175100361,022,Quảng Ninh,Nữ,1975,10,3,03/10/1975,20,1,6,1,True
022172091646,022,Quảng Ninh,Nữ,1972,9,16,16/09/1972,20,1,4,6,True
022170061827,022,Quảng Ninh,Nữ,1970,6,18,18/06/1970,20,1,2,7,True
022175041253,022,Quảng Ninh,Nữ,1975,4,12,12/04/1975,20,1,5,3,True
022173102745,022,Quảng Ninh,Nữ,1973,10,27,27/10/1973,20,1,4,5,True
022167102063,022,Quảng Ninh,Nữ,1967,10,20,20/10/1967,20,1,6,3,True
022171071487,022,Quảng Ninh,Nữ,1971,7,14,14/07/1971,20,1,8,7,True
022169080950,022,Quảng Ninh,Nữ,1969,8,9,09/08/1969,20,1,5,0,True
022167032524,022,Quảng Ninh,Nữ,1967,3,25,25/03/1967,20,1,2,4,True
022169082471,022,Quảng Ninh,Nữ,1969,8,24,24/08/1969,20,1,7,1,True
022173102259,022,Quảng Ninh,Nữ,1973,10,22,22/10/1973,20,1,5,9,True
022168051669,022,Quảng Ninh,Nữ,1968,5,16,16/05/1968,20,1,6,9,True
022167072577,022,Quảng Ninh,Nữ,1967,7,25,25/07/1967,20,1,7,7,True
022168030967,022,Quảng Ninh,Nữ,1968,3,9,09/03/1968,20,1,6,7,True
022167120944,022,Quảng Ninh,Nữ,1967,12,9,09/12/1967,20,1,4,4,True
022169120744,022,Quảng Ninh,Nữ,1969,12,7,07/12/1969,20,1,4,4,True
022172041997,022,Quảng Ninh,Nữ,1972,4,19,19/04/1972,20,1,9,7,True
022171101618,022,Quảng Ninh,Nữ,1971,10,16,16/10/1971,20,1,1,8,True
022169100582,022,Quảng Ninh,Nữ,1969,10,5,05/10/1969,20,1,8,2,True
022165101440,022,Quảng Ninh,Nữ,1965,10,14,14/10/1965,20,1,4,0,True
022171103096,022,Quảng Ninh,Nữ,1971,10,30,30/10/1971,20,1,9,6,True
022167020149,022,Quảng Ninh,Nữ,1967,2,1,01/02/1967,20,1,4,9,True
022174031116,022,Quảng Ninh,Nữ,1974,3,11,11/03/1974,20,1,1,6,True
022172062574,022,Quảng Ninh,Nữ,1972,6,25,25/06/1972,20,1,7,4,True
022167012247,022,Quảng Ninh,Nữ,1967,1,22,22/01/1967,20,1,4,7,True
022166092662,022,Quảng Ninh,Nữ,1966,9,26,26/09/1966,20,1,6,2,True
022173092253,022,Quảng Ninh,Nữ,1973,9,22,22/09/1973,20,1,5,3,True
022165040273,022,Quảng Ninh,Nữ,1965,4,2,02/04/1965,20,1,7,3,True
022171070460,022,Quảng Ninh,Nữ,1971,7,4,04/07/1971,20,1,6,0,True
022172020222,022,Quảng Ninh,Nữ,1972,2,2,02/02/1972,20,1,2,2,True
022169080640,022,Quảng Ninh,Nữ,1969,8,6,06/08/1969,20,1,4,0,True
022167060970,022,Quảng Ninh,Nữ,1967,6,9,09/06/1967,20,1,7,0,True
022168121311,022,Quảng Ninh,Nữ,1968,12,13,13/12/1968,20,1,1,1,True
022175081969,022,Quảng Ninh,Nữ,1975,8,19,19/08/1975,20,1,6,9,True
022166102589,022,Quảng Ninh,Nữ,1966,10,25,25/10/1966,20,1,8,9,True
022165090676,022,Quảng Ninh,Nữ,1965,9,6,06/09/1965,20,1,7,6,True
022170061085,022,Quảng Ninh,Nữ,1970,6,10,10/06/1970,20,1,8,5,True
022172070166,022,Quảng Ninh,Nữ,1972,7,1,01/07/1972,20,1,6,6,True
022175071883,022,Quảng Ninh,Nữ,1975,7,18,18/07/1975,20,1,8,3,True
022170102489,022,Quảng Ninh,Nữ,1970,10,24,24/10/1970,20,1,8,9,True
022165042688,022,Quảng Ninh,Nữ,1965,4,26,26/04/1965,20,1,8,8,True
022171021677,022,Quảng Ninh,Nữ,1971,2,16,16/02/1971,20,1,7,7,True
022166081338,022,Quảng Ninh,Nữ,1966,8,13,13/08/1966,20,1,3,8,True
022166112735,022,Quảng Ninh,Nữ,1966,11,27,27/11/1966,20,1,3,5,True
022166090956,022,Quảng Ninh,Nữ,1966,9,9,09/09/1966,20,1,5,6,True
022168050271,022,Quảng Ninh,Nữ,1968,5,2,02/05/1968,20,1,7,1,True
022170032153,022,Quảng Ninh,Nữ,1970,3,21,21/03/1970,20,1,5,3,True
022172072456,022,Quảng Ninh,Nữ,1972,7,24,24/07/1972,20,1,5,6,True
022170050830,022,Quảng Ninh,Nữ,1970,5,8,08/05/1970,20,1,3,0,True
022169080695,022,Quảng Ninh,Nữ,1969,8,6,06/08/1969,20,1,9,5,True
022171111660,022,Quảng Ninh,Nữ,1971,11,16,16/11/1971,20,1,6,0,True
022167121961,022,Quảng Ninh,Nữ,1967,12,19,19/12/1967,20,1,6,1,True
022174122418,022,Quảng Ninh,Nữ,1974,12,24,24/12/1974,20,1,1,8,True
022173090556,022,Quảng Ninh,Nữ,1973,9,5,05/09/1973,20,1,5,6,True
022166122866,022,Quảng Ninh,Nữ,1966,12,28,28/12/1966,20,1,6,6,True
022167051264,022,Quảng Ninh,Nữ,1967,5,12,12/05/1967,20,1,6,4,True
022173041073,022,Quảng Ninh,Nữ,1973,4,10,10/04/1973,20,1,7,3,True
022170041063,022,Quảng Ninh,Nữ,1970,4,10,10/04/1970,20,1,6,3,True
022173022430,022,Quảng Ninh,Nữ,1973,2,24,24/02/1973,20,1,3,0,True
022172120373,022,Quảng Ninh,Nữ,1972,12,3,03/12/1972,20,1,7,3,True
022171052419,022,Quảng Ninh,Nữ,1971,5,24,24/05/1971,20,1,1,9,True
022175030743,022,Quảng Ninh,Nữ,1975,3,7,07/03/1975,20,1,4,3,True
022171102857,022,Quảng Ninh,Nữ,1971,10,28,28/10/1971,20,1,5,7,True
022167010586,022,Quảng Ninh,Nữ,1967,1,5,05/01/1967,20,1,8,6,True
022171040681,022,Quảng Ninh,Nữ,1971,4,6,06/04/1971,20,1,8,1,True
022167101480,022,Quảng Ninh,Nữ,1967,10,14,14/10/1967,20,1,8,0,True
022170031880,022,Quảng Ninh,Nữ,1970,3,18,18/03/1970,20,1,8,0,True
022166052114,022,Quảng Ninh,Nữ,1966,5,21,21/05/1966,20,1,1,4,True
022168041389,022,Quảng Ninh,Nữ,1968,4,13,13/04/1968,20,1,8,9,True
022166092219,022,Quảng Ninh,Nữ,1966,9,22,22/09/1966,20,1,1,9,True
022169122894,022,Quảng Ninh,Nữ,1969,12,28,28/12/1969,20,1,9,4,True
022168030666,022,Quảng Ninh,Nữ,1968,3,6,06/03/1968,20,1,6,6,True
022166022742,022,Quảng Ninh,Nữ,1966,2,27,27/02/1966,20,1,4,2,True
022169010784,022,Quảng Ninh,Nữ,1969,1,7,07/01/1969,20,1,8,4,True
022172101217,022,Quảng Ninh,Nữ,1972,10,12,12/10/1972,20,1,1,7,True
022170081751,022,Quảng Ninh,Nữ,1970,8,17,17/08/1970,20,1,5,1,True
022165082598,022,Quảng Ninh,Nữ,1965,8,25,25/08/1965,20,1,9,8,True
022168011458,022,Quảng Ninh,Nữ,1968,1,14,14/01/1968,20,1,5,8,True
022165121028,022,Quảng Ninh,Nữ,1965,12,10,10/12/1965,20,1,2,8,True
022170062613,022,Quảng Ninh,Nữ,1970,6,26,26/06/1970,20,1,1,3,True
022170081779,022,Quảng Ninh,Nữ,1970,8,17,17/08/1970,20,1,7,9,True
022166052673,022,Quảng Ninh,Nữ,1966,5,26,26/05/1966,20,1,7,3,True
022173010578,022,Quảng Ninh,Nữ,1973,1,5,05/01/1973,20,1,7,8,True
022172021531,022,Quảng Ninh,Nữ,1972,2,15,15/02/1972,20,1,3,1,True
022170060280,022,Quảng Ninh,Nữ,1970,6,2,02/06/1970,20,1,8,0,True
022170112246,022,Quảng Ninh,Nữ,1970,11,22,22/11/1970,20,1,4,6,True
022167061164,022,Quảng Ninh,Nữ,1967,6,11,11/06/1967,20,1,6,4,True
022169022275,022,Quảng Ninh,Nữ,1969,2,22,22/02/1969,20,1,7,5,True
022168033186,022,Quảng Ninh,Nữ,1968,3,31,31/03/1968,20,1,8,6,True
022172051949,022,Quảng Ninh,Nữ,1972,5,19,19/05/1972,20,1,4,9,True
022173011647,022,Quảng Ninh,Nữ,1973,1,16,16/01/1973,20,1,4,7,True
022170073141,022,Quảng Ninh,Nữ,1970,7,31,31/07/1970,20,1,4,1,True
022173052459,022,Quảng Ninh,Nữ,1973,5,24,24/05/1973,20,1,5,9,True
022165051817,022,Quảng Ninh,Nữ,1965,5,18,18/05/1965,20,1,1,7,True
022167030191,022,Quảng Ninh,Nữ,1967,3,1,01/03/1967,20,1,9,1,True
022169121497,022,Quảng Ninh,Nữ,1969,12,14,14/12/1969,20,1,9,7,True
022168060995,022,Quảng Ninh,Nữ,1968,6,9,09/06/1968,20,1,9,5,True
022170060280,022,Quảng Ninh,Nữ,1970,6,2,02/06/1970,20,1,8,0,True
022169111366,022,Quảng Ninh,Nữ,1969,11,13,13/11/1969,20,1,6,6,True
022175082825,022,Quảng Ninh,Nữ,1975,8,28,28/08/1975,20,1,2,5,True
022173062890,022,Quảng Ninh,Nữ,1973,6,28,28/06/1973,20,1,9,0,True
022166051373,022,Quảng Ninh,Nữ,1966,5,13,13/05/1966,20,1,7,3,True
022175030938,022,Quảng Ninh,Nữ,1975,3,9,09/03/1975,20,1,3,8,True
022175111154,022,Quảng Ninh,Nữ,1975,11,11,11/11/1975,20,1,5,4,True
022174081227,022,Quảng Ninh,Nữ,1974,8,12,12/08/1974,20,1,2,7,True
022174012795,022,Quảng Ninh,Nữ,1974,1,27,27/01/1974,20,1,9,5,True
022167060484,022,Quảng Ninh,Nữ,1967,6,4,04/06/1967,20,1,8,4,True
022174071585,022,Quảng Ninh,Nữ,1974,7,15,15/07/1974,20,1,8,5,True
022167081885,022,Quảng Ninh,Nữ,1967,8,18,18/08/1967,20,1,8,5,True
022175091531,022,Quảng Ninh,Nữ,1975,9,15,15/09/1975,20,1,3,1,True
022174071062,022,Quảng Ninh,Nữ,1974,7,10,10/07/1974,20,1,6,2,True
022167080451,022,Quảng Ninh,Nữ,1967,8,4,04/08/1967,20,1,5,1,True
022168100752,022,Quảng Ninh,Nữ,1968,10,7,07/10/1968,20,1,5,2,True
022171092286,022,Quảng Ninh,Nữ,1971,9,22,22/09/1971,20,1,8,6,True
022169091026,022,Quảng Ninh,Nữ,1969,9,10,10/09/1969,20,1,2,6,True
022170032773,022,Quảng Ninh,Nữ,1970,3,27,27/03/1970,20,1,7,3,True
022171102750,022,Quảng Ninh,Nữ,1971,10,27,27/10/1971,20,1,5,0,True
022169111153,022,Quảng Ninh,Nữ,1969,11,11,11/11/1969,20,1,5,3,True
022166072747,022,Quảng Ninh,Nữ,1966,7,27,27/07/1966,20,1,4,7,True
022174052340,022,Quảng Ninh,Nữ,1974,5,23,23/05/1974,20,1,4,0,True
022165081517,022,Quảng Ninh,Nữ,1965,8,15,15/08/1965,20,1,1,7,True
022169041492,022,Quảng Ninh,Nữ,1969,4,14,14/04/1969,20,1,9,2,True
022174092782,022,Quảng Ninh,Nữ,1974,9,27,27/09/1974,20,1,8,2,True
022168111493,022,Quảng Ninh,Nữ,1968,11,14,14/11/1968,20,1,9,3,True
022172030317,022,Quảng Ninh,Nữ,1972,3,3,03/03/1972,20,1,1,7,True
022172042783,022,Quảng Ninh,Nữ,1972,4,27,27/04/1972,20,1,8,3,True
022173122040,022,Quảng Ninh,Nữ,1973,12,20,20/12/1973,20,1,4,0,True
022167022086,022,Quảng Ninh,Nữ,1967,2,20,20/02/1967,20,1,8,6,True
022166032712,022,Quảng Ninh,Nữ,1966,3,27,27/03/1966,20,1,1,2,True
022168020988,022,Quảng Ninh,Nữ,1968,2,9,09/02/1968,20,1,8,8,True
022171120145,022,Quảng Ninh,Nữ,1971,12,1,01/12/1971,20,1,4,5,True
022173061749,022,Quảng Ninh,Nữ,1973,6,17,17/06/1973,20,1,4,9,True
022175032033,022,Quảng Ninh,Nữ,1975,3,20,20/03/1975,20,1,3,3,True
022171082386,022,Quảng Ninh,Nữ,1971,8,23,23/08/1971,20,1,8,6,True
022165070335,022,Quảng Ninh,Nữ,1965,7,3,03/07/1965,20,1,3,5,True
022172081861,022,Quảng Ninh,Nữ,1972,8,18,18/08/1972,20,1,6,1,True
022172070175,022,Quảng Ninh,Nữ,1972,7,1,01/07/1972,20,1,7,5,True
022172061344,022,Quảng Ninh,Nữ,1972,6,13,13/06/1972,20,1,4,4,True
022171080722,022,Quảng Ninh,Nữ,1971,8,7,07/08/1971,20,1,2,2,True
022170053095,022,Quảng Ninh,Nữ,1970,5,30,30/05/1970,20,1,9,5,True
022174062295,022,Quảng Ninh,Nữ,1974,6,22,22/06/1974,20,1,9,5,True
022171011449,022,Quảng Ninh,Nữ,1971,1,14,14/01/1971,20,1,4,9,True
022165011466,022,Quảng Ninh,Nữ,1965,1,14,14/01/1965,20,1,6,6,True
022169061089,022,Quảng Ninh,Nữ,1969,6,10,10/06/1969,20,1,8,9,True
022175062973,022,Quảng Ninh,Nữ,1975,6,29,29/06/1975,20,1,7,3,True
022173061873,022,Quảng Ninh,Nữ,1973,6,18,18/06/1973,20,1,7,3,True
022170012788,022,Quảng Ninh,Nữ,1970,1,27,27/01/1970,20,1,8,8,True
022171032275,022,Quảng Ninh,Nữ,1971,3,22,22/03/1971,20,1,7,5,True
022167111511,022,Quảng Ninh,Nữ,1967,11,15,15/11/1967,20,1,1,1,True
022169111852,022,Quảng Ninh,Nữ,1969,11,18,18/11/1969,20,1,5,2,True
022173052820,022,Quảng Ninh,Nữ,1973,5,28,28/05/1973,20,1,2,0,True
022166092042,022,Quảng Ninh,Nữ,1966,9,20,20/09/1966,20,1,4,2,True
022169030663,022,Quảng Ninh,Nữ,1969,3,6,06/03/1969,20,1,6,3,True
022171110537,022,Quảng Ninh,Nữ,1971,11,5,05/11/1971,20,1,3,7,True
022169050764,022,Quảng Ninh,Nữ,1969,5,7,07/05/1969,20,1,6,4,True
022166041534,022,Quảng Ninh,Nữ,1966,4,15,15/04/1966,20,1,3,4,True
022173070543,022,Quảng Ninh,Nữ,1973,7,5,05/07/1973,20,1,4,3,True
022173061970,022,Quảng Ninh,Nữ,1973,6,19,19/06/1973,20,1,7,0,True
022165122258,022,Quảng Ninh,Nữ,1965,12,22,22/12/1965,20,1,5,8,True
022174081175,022,Quảng Ninh,Nữ,1974,8,11,11/08/1974,20,1,7,5,True
022170100719,022,Quảng Ninh,Nữ,1970,10,7,07/10/1970,20,1,1,9,True
022165071741,022,Quảng Ninh,Nữ,1965,7,17,17/07/1965,20,1,4,1,True
022168021118,022,Quảng Ninh,Nữ,1968,2,11,11/02/1968,20,1,1,8,True
022165012553,022,Quảng Ninh,Nữ,1965,1,25,25/01/1965,20,1,5,3,True
022172110154,022,Quảng Ninh,Nữ,1972,11,1,01/11/1972,20,1,5,4,True
022173100871,022,Quảng Ninh,Nữ,1973,10,8,08/10/1973,20,1,7,1,True
022168040317,022,Quảng Ninh,Nữ,1968,4,3,03/04/1968,20,1,1,7,True
022174011459,022,Quảng Ninh,Nữ,1974,1,14,14/01/1974,20,1,5,9,True
022170113078,022,Quảng Ninh,Nữ,1970,11,30,30/11/1970,20,1,7,8,True
022168051517,022,Quảng Ninh,Nữ,1968,5,15,15/05/1968,20,1,1,7,True
022173063057,022,Quảng Ninh,Nữ,1973,6,30,30/06/1973,20,1,5,7,True
022171031896,022,Quảng Ninh,Nữ,1971,3,18,18/03/1971,20,1,9,6,True
022173102259,022,Quảng Ninh,Nữ,1973,10,22,22/10/1973,20,1,5,9,True
022174072496,022,Quảng Ninh,Nữ,1974,7,24,24/07/1974,20,1,9,6,True
022167011682,022,Quảng Ninh,Nữ,1967,1,16,16/01/1967,20,1,8,2,True
022168070141,022,Quảng Ninh,Nữ,1968,7,1,01/07/1968,20,1,4,1,True
022167082024,022,Quảng Ninh,Nữ,1967,8,20,20/08/1967,20,1,2,4,True
022167092298,022,Quảng Ninh,Nữ,1967,9,22,22/09/1967,20,1,9,8,True
022165101486,022,Quảng Ninh,Nữ,1965,10,14,14/10/1965,20,1,8,6,True
022169051356,022,Quảng Ninh,Nữ,1969,5,13,13/05/1969,20,1,5,6,True
022173010842,022,Quảng Ninh,Nữ,1973,1,8,08/01/1973,20,1,4,2,True
022174062994,022,Quảng Ninh,Nữ,1974,6,29,29/06/1974,20,1,9,4,True
022173081275,022,Quảng Ninh,Nữ,1973,8,12,12/08/1973,20,1,7,5,True
022171062489,022,Quảng Ninh,Nữ,1971,6,24,24/06/1971,20,1,8,9,True
022167080488,022,Quảng Ninh,Nữ,1967,8,4,04/08/1967,20,1,8,8,True
022174102353,022,Quảng Ninh,Nữ,1974,10,23,23/10/1974,20,1,5,3,True
022170010771,022,Quảng Ninh,Nữ,1970,1,7,07/01/1970,20,1,7,1,True
022166021327,022,Quảng Ninh,Nữ,1966,2,13,13/02/1966,20,1,2,7,True
022166050480,022,Quảng Ninh,Nữ,1966,5,4,04/05/1966,20,1,8,0,True
022173033117,022,Quảng Ninh,Nữ,1973,3,31,31/03/1973,20,1,1,7,True
022170031631,022,Quảng Ninh,Nữ,1970,3,16,16/03/1970,20,1,3,1,True
022174071910,022,Quảng Ninh,Nữ,1974,7,19,19/07/1974,20,1,1,0,True
022172102049,022,Quảng Ninh,Nữ,1972,10,20,20/10/1972,20,1,4,9,True
022169052744,022,Quảng Ninh,Nữ,1969,5,27,27/05/1969,20,1,4,4,True
022174102025,022,Quảng Ninh,Nữ,1974,10,20,20/10/1974,20,1,2,5,True
022174032823,022,Quảng Ninh,Nữ,1974,3,28,28/03/1974,20,1,2,3,True
022172112620,022,Quảng Ninh,Nữ,1972,11,26,26/11/1972,20,1,2,0,True
022174072317,022,Quảng Ninh,Nữ,1974,7,23,23/07/1974,20,1,1,7,True
022174103176,022,Quảng Ninh,Nữ,1974,10,31,31/10/1974,20,1,7,6,True
022172070537,022,Quảng Ninh,Nữ,1972,7,5,05/07/1972,20,1,3,7,True
022165121082,022,Quảng Ninh,Nữ,1965,12,10,10/12/1965,20,1,8,2,True
022174022215,022,Quảng Ninh,Nữ,1974,2,22,22/02/1974,20,1,1,5,True
022168092912,022,Quảng Ninh,Nữ,1968,9,29,29/09/1968,20,1,1,2,True
022167072647,022,Quảng Ninh,Nữ,1967,7,26,26/07/1967,20,1,4,7,True
022173062632,022,Quảng Ninh,Nữ,1973,6,26,26/06/1973,20,1,3,2,True
022169111278,022,Quảng Ninh,Nữ,1969,11,12,12/11/1969,20,1,7,8,True
022170051228,022,Quảng Ninh,Nữ,1970,5,12,12/05/1970,20,1,2,8,True
022175080182,022,Quảng Ninh,Nữ,1975,8,1,01/08/1975,20,1,8,2,True
022165042484,022,Quảng Ninh,Nữ,1965,4,24,24/04/1965,20,1,8,4,True
022171060126,022,Quảng Ninh,Nữ,1971,6,1,01/06/1971,20,1,2,6,True
022175021888,022,Quảng Ninh,Nữ,1975,2,18,18/02/1975,20,1,8,8,True
022168100576,022,Quảng Ninh,Nữ,1968,10,5,05/10/1968,20,1,7,6,True
022168042388,022,Quảng Ninh,Nữ,1968,4,23,23/04/1968,20,1,8,8,True
022171041264,022,Quảng Ninh,Nữ,1971,4,12,12/04/1971,20,1,6,4,True
022170030526,022,Quảng Ninh,Nữ,1970,3,5,05/03/1970,20,1,2,6,True
022170110150,022,Quảng Ninh,Nữ,1970,11,1,01/11/1970,20,1,5,0,True
022165013118,022,Quảng Ninh,Nữ,1965,1,31,31/01/1965,20,1,1,8,True
022175010183,022,Quảng Ninh,Nữ,1975,1,1,01/01/1975,20,1,8,3,True
022175061822,022,Quảng Ninh,Nữ,1975,6,18,18/06/1975,20,1,2,2,True
022165110730,022,Quảng Ninh,Nữ,1965,11,7,07/11/1965,20,1,3,0,True
022165102360,022,Quảng Ninh,Nữ,1965,10,23,23/10/1965,20,1,6,0,True
022171100549,022,Quảng Ninh,Nữ,1971,10,5,05/10/1971,20,1,4,9,True
022170090591,022,Quảng Ninh,Nữ,1970,9,5,05/09/1970,20,1,9,1,True
022168062656,022,Quảng Ninh,Nữ,1968,6,26,26/06/1968,20,1,5,6,True
022172022965,022,Quảng Ninh,Nữ,1972,2,29,29/02/1972,20,1,6,5,True
022169081764,022,Quảng Ninh,Nữ,1969,8,17,17/08/1969,20,1,6,4,True
022166090743,022,Quảng Ninh,Nữ,1966,9,7,07/09/1966,20,1,4,3,True
022174022312,022,Quảng Ninh,Nữ,1974,2,23,23/02/1974,20,1,1,2,True
022174102432,022,Quảng Ninh,Nữ,1974,10,24,24/10/1974,20,1,3,2,True
022167112398,022,Quảng Ninh,Nữ,1967,11,23,23/11/1967,20,1,9,8,True
022174082165,022,Quảng Ninh,Nữ,1974,8,21,21/08/1974,20,1,6,5,True
022167081593,022,Quảng Ninh,Nữ,1967,8,15,15/08/1967,20,1,9,3,True
022167042655,022,Quảng Ninh,Nữ,1967,4,26,26/04/1967,20,1,5,5,True
022168081642,022,Quảng Ninh,Nữ,1968,8,16,16/08/1968,20,1,4,2,True
022168101371,022,Quảng Ninh,Nữ,1968,10,13,13/10/1968,20,1,7,1,True
022167121077,022,Quảng Ninh,Nữ,1967,12,10,10/12/1967,20,1,7,7,True
022166052239,022,Quảng Ninh,Nữ,1966,5,22,22/05/1966,20,1,3,9,True
022167062473,022,Quảng Ninh,Nữ,1967,6,24,24/06/1967,20,1,7,3,True
022169041863,022,Quảng Ninh,Nữ,1969,4,18,18/04/1969,20,1,6,3,True
022165122470,022,Quảng Ninh,Nữ,1965,12,24,24/12/1965,20,1,7,0,True
022165071547,022,Quảng Ninh,Nữ,1965,7,15,15/07/1965,20,1,4,7,True
022167090528,022,Quảng Ninh,Nữ,1967,9,5,05/09/1967,20,1,2,8,True
022165092823,022,Quảng Ninh,Nữ,1965,9,28,28/09/1965,20,1,2,3,True
022174122065,022,Quảng Ninh,Nữ,1974,12,20,20/12/1974,20,1,6,5,True
022174083030,022,Quảng Ninh,Nữ,1974,8,30,30/08/1974,20,1,3,0,True
022168050998,022,Quảng Ninh,Nữ,1968,5,9,09/05/1968,20,1,9,8,True
022172011552,022,Quảng Ninh,Nữ,1972,1,15,15/01/1972,20,1,5,2,True
022172040873,022,Quảng Ninh,Nữ,1972,4,8,08/04/1972,20,1,7,3,True
022172111162,022,Quảng Ninh,Nữ,1972,11,11,11/11/1972,20,1,6,2,True
022171110120,022,Quảng Ninh,Nữ,1971,11,1,01/11/1971,20,1,2,0,True
022171101344,022,Quảng Ninh,Nữ,1971,10,13,13/10/1971,20,1,4,4,True
022169020976,022,Quảng Ninh,Nữ,1969,2,9,09/02/1969,20,1,7,6,True
022165110448,022,Quảng Ninh,Nữ,1965,11,4,04/11/1965,20,1,4,8,True
022173032862,022,Quảng Ninh,Nữ,1973,3,28,28/03/1973,20,1,6,2,True
022169120179,022,Quảng Ninh,Nữ,1969,12,1,01/12/1969,20,1,7,9,True
022170042646,022,Quảng Ninh,Nữ,1970,4,26,26/04/1970,20,1,4,6,True
022170092474,022,Quảng Ninh,Nữ,1970,9,24,24/09/1970,20,1,7,4,True
022166062616,022,Quảng Ninh,Nữ,1966,6,26,26/06/1966,20,1,1,6,True
022170022785,022,Quảng Ninh,Nữ,1970,2,27,27/02/1970,20,1,8,5,True
022170032542,022,Quảng Ninh,Nữ,1970,3,25,25/03/1970,20,1,4,2,True
022167052218,022,Quảng Ninh,Nữ,1967,5,22,22/05/1967,20,1,1,8,True
022167103035,022,Quảng Ninh,Nữ,1967,10,30,30/10/1967,20,1,3,5,True
022173071250,022,Quảng Ninh,Nữ,1973,7,12,12/07/1973,20,1,5,0,True
022173041897,022,Quảng Ninh,Nữ,1973,4,18,18/04/1973,20,1,9,7,True
022169071077,022,Quảng Ninh,Nữ,1969,7,10,10/07/1969,20,1,7,7,True
022171052011,022,Quảng Ninh,Nữ,1971,5,20,20/05/1971,20,1,1,1,True
022173040621,022,Quảng Ninh,Nữ,1973,4,6,06/04/1973,20,1,2,1,True
022166083017,022,Quảng Ninh,Nữ,1966,8,30,30/08/1966,20,1,1,7,True
022169080561,022,Quảng Ninh,Nữ,1969,8,5,05/08/1969,20,1,6,1,True
022165041254,022,Quảng Ninh,Nữ,1965,4,12,12/04/1965,20,1,5,4,True
022172120382,022,Quảng Ninh,Nữ,1972,12,3,03/12/1972,20,1,8,2,True
022166061015,022,Quảng Ninh,Nữ,1966,6,10,10/06/1966,20,1,1,5,True
022165051455,022,Quảng Ninh,Nữ,1965,5,14,14/05/1965,20,1,5,5,True
022174102964,022,Quảng Ninh,Nữ,1974,10,29,29/10/1974,20,1,6,4,True
022169112019,022,Quảng Ninh,Nữ,1969,11,20,20/11/1969,20,1,1,9,True
022167040985,022,Quảng Ninh,Nữ,1967,4,9,09/04/1967,20,1,8,5,True
022170081821,022,Quảng Ninh,Nữ,1970,8,18,18/08/1970,20,1,2,1,True
022168041741,022,Quảng Ninh,Nữ,1968,4,17,17/04/1968,20,1,4,1,True
022173111691,022,Quảng Ninh,Nữ,1973,11,16,16/11/1973,20,1,9,1,True
022174021720,022,Quảng Ninh,Nữ,1974,2,17,17/02/1974,20,1,2,0,True
022174031958,022,Quảng Ninh,Nữ,1974,3,19,19/03/1974,20,1,5,8,True
022165100168,022,Quảng Ninh,Nữ,1965,10,1,01/10/1965,20,1,6,8,True
022175072031,022,Quảng Ninh,Nữ,1975,7,20,20/07/1975,20,1,3,1,True
022173121698,022,Quảng Ninh,Nữ,1973,12,16,16/12/1973,20,1,9,8,True
022173080452,022,Quảng Ninh,Nữ,1973,8,4,04/08/1973,20,1,5,2,True
022175051825,022,Quảng Ninh,Nữ,1975,5,18,18/05/1975,20,1,2,5,True
022174012245,022,Quảng Ninh,Nữ,1974,1,22,22/01/1974,20,1,4,5,True
022166070943,022,Quảng Ninh,Nữ,1966,7,9,09/07/1966,20,1,4,3,True
022175042988,022,Quảng Ninh,Nữ,1975,4,29,29/04/1975,20,1,8,8,True
022173031191,022,Quảng Ninh,Nữ,1973,3,11,11/03/1973,20,1,9,1,True
022166111611,022,Quảng Ninh,Nữ,1966,11,16,16/11/1966,20,1,1,1,True
022169010517,022,Quảng Ninh,Nữ,1969,1,5,05/01/1969,20,1,1,7,True
022168123188,022,Quảng Ninh,Nữ,1968,12,31,31/12/1968,20,1,8,8,True
022172032546,022,Quảng Ninh,Nữ,1972,3,25,25/03/1972,20,1,4,6,True
022173012682,022,Quảng Ninh,Nữ,1973,1,26,26/01/1973,20,1,8,2,True
022168021534,022,Quảng Ninh,Nữ,1968,2,15,15/02/1968,20,1,3,4,True
022167121244,022,Quảng Ninh,Nữ,1967,12,12,12/12/1967,20,1,4,4,True
022170080345,022,Quảng Ninh,Nữ,1970,8,3,03/08/1970,20,1,4,5,True
022168120668,022,Quảng Ninh,Nữ,1968,12,6,06/12/1968,20,1,6,8,True
022175042775,022,Quảng Ninh,Nữ,1975,4,27,27/04/1975,20,1,7,5,True
022165113065,022,Quảng Ninh,Nữ,1965,11,30,30/11/1965,20,1,6,5,True
