cccd,check_cccd_data,doanh_nghiep_data,bhxh_data
596962222692,{},{},{}
020995545044,{},{},{}
979267432831,{},{},{}
505926557914,{},{},{}
385213896526,{},{},{}
917646329002,{},{},{}
190268230964,{},{},{}
695396138481,{},{},{}
739284802390,{},{},{}
880776969385,{},{},{}
972257463048,{},{},{}
017201915876,{},{},{}
226387811445,{},{},{}
794685618532,{},{},{}
959234565473,{},{},{}
516211649151,{},{},{}
730879793124,{},{},{}
138813826391,{},{},{}
371379642931,{},{},{}
848600293617,{},{},{}
420547002815,{},{},{}
878418431614,{},{},{}
947630405337,{},{},{}
437667807119,{},{},{}
084920432383,{},{},{}
537124508604,{},{},{}
851257991460,{},{},{}
299817335932,{},{},{}
454679960632,{},{},{}
074794993427,{},{},{}
423244435886,{},{},{}
942421949279,{},{},{}
930034701937,{},{},{}
052074712715,{},{},{}
035977518859,{},{},{}
595835190403,{},{},{}
240767261722,{},{},{}
333950800126,{},{},{}
438922971661,{},{},{}
694751361665,{},{},{}
350968254080,{},{},{}
919541560041,{},{},{}
562308941202,{},{},{}
493038002077,{},{},{}
687179947776,{},{},{}
694330497298,{},{},{}
297146332185,{},{},{}
140791181854,{},{},{}
854573836948,{},{},{}
019098373026,{},{},{}
826270618068,{},{},{}
824729584280,{},{},{}
941002602330,{},{},{}
804760066832,{},{},{}
997529629365,{},{},{}
847597021060,{},{},{}
694300120548,{},{},{}
295747047956,{},{},{}
159964332088,{},{},{}
810108351969,{},{},{}
812561430228,{},{},{}
229097862770,{},{},{}
545722539130,{},{},{}
475836995298,{},{},{}
744711569724,{},{},{}
562616277092,{},{},{}
922552890481,{},{},{}
432910655939,{},{},{}
152928449462,{},{},{}
515731184077,{},{},{}
261351822524,{},{},{}
376400041850,{},{},{}
360527153409,{},{},{}
858184676167,{},{},{}
267187314440,{},{},{}
191799069444,{},{},{}
519471337398,{},{},{}
027907011224,{},{},{}
824885860522,{},{},{}
137142625307,{},{},{}
912594225105,{},{},{}
803542657560,{},{},{}
483097212495,{},{},{}
215829129975,{},{},{}
835128909587,{},{},{}
538822895162,{},{},{}
327586940581,{},{},{}
866100307229,{},{},{}
957668882265,{},{},{}
292655213041,{},{},{}
693538290465,{},{},{}
349019447647,{},{},{}
617323630894,{},{},{}
542545667922,{},{},{}
710735714465,{},{},{}
418313881559,{},{},{}
123337726602,{},{},{}
244030891949,{},{},{}
073637221250,{},{},{}
961119964296,{},{},{}
556888994967,{},{},{}
855438218284,{},{},{}
372993188178,{},{},{}
724809334904,{},{},{}
806351095197,{},{},{}
661205741284,{},{},{}
981646767668,{},{},{}
153895843781,{},{},{}
618054723250,{},{},{}
162060629202,{},{},{}
535159128891,{},{},{}
216481137599,{},{},{}
744080258935,{},{},{}
604816366828,{},{},{}
838990386651,{},{},{}
318455889180,{},{},{}
785021798517,{},{},{}
246212335456,{},{},{}
459973360070,{},{},{}
468316899239,{},{},{}
543114618674,{},{},{}
421402285512,{},{},{}
574048100238,{},{},{}
828323946290,{},{},{}
863317903595,{},{},{}
550717148828,{},{},{}
778866253741,{},{},{}
992241832265,{},{},{}
645160483283,{},{},{}
056371549149,{},{},{}
638539476164,{},{},{}
173986915769,{},{},{}
120152158451,{},{},{}
949063967026,{},{},{}
427128088943,{},{},{}
890956067650,{},{},{}
540840901055,{},{},{}
599331065978,{},{},{}
570254273090,{},{},{}
826570546120,{},{},{}
878061441378,{},{},{}
683771556497,{},{},{}
225236375870,{},{},{}
216276771586,{},{},{}
460014484875,{},{},{}
542937584938,{},{},{}
468604381783,{},{},{}
893651033929,{},{},{}
661700005529,{},{},{}
097496959961,{},{},{}
221374832270,{},{},{}
296746492370,{},{},{}
324465498513,{},{},{}
880611716502,{},{},{}
228696950902,{},{},{}
663962563094,{},{},{}
662439894874,{},{},{}
120817807740,{},{},{}
238052574070,{},{},{}
251566877285,{},{},{}
690019497957,{},{},{}
586178338681,{},{},{}
381428348647,{},{},{}
713099491513,{},{},{}
816367877935,{},{},{}
777806225186,{},{},{}
835311383155,{},{},{}
008618876292,{},{},{}
175856796307,{},{},{}
237328455654,{},{},{}
285746736930,{},{},{}
288011154762,{},{},{}
758637736512,{},{},{}
882703344212,{},{},{}
963564082106,{},{},{}
508388020174,{},{},{}
236206312406,{},{},{}
780912260585,{},{},{}
452049688741,{},{},{}
906304098733,{},{},{}
287887077243,{},{},{}
883174254058,{},{},{}
403949426765,{},{},{}
811897179127,{},{},{}
937032627183,{},{},{}
572737458201,{},{},{}
839178014659,{},{},{}
780860272225,{},{},{}
378788019860,{},{},{}
003029233264,{},{},{}
547805201300,{},{},{}
022494826329,{},{},{}
685548321072,{},{},{}
941403536094,{},{},{}
608154839745,{},{},{}
594175920693,{},{},{}
501221806622,{},{},{}
419877391353,{},{},{}
621186052019,{},{},{}
561137606106,{},{},{}
668473194852,{},{},{}
139397421571,{},{},{}
818807472557,{},{},{}
586192371539,{},{},{}
407952290955,{},{},{}
509237977594,{},{},{}
874190573364,{},{},{}
172769803905,{},{},{}
790681400357,{},{},{}
708542382213,{},{},{}
431301034136,{},{},{}
777863696672,{},{},{}
348651712180,{},{},{}
518397808949,{},{},{}
878335497657,{},{},{}
465128692392,{},{},{}
970428637304,{},{},{}
378448655384,{},{},{}
181712903402,{},{},{}
647236272030,{},{},{}
462094219279,{},{},{}
508189836689,{},{},{}
383536592174,{},{},{}
232300138348,{},{},{}
310791648897,{},{},{}
963597369915,{},{},{}
325545191746,{},{},{}
186240212888,{},{},{}
400298037811,{},{},{}
576360907708,{},{},{}
226357575723,{},{},{}
425256955893,{},{},{}
364318817209,{},{},{}
745722186933,{},{},{}
690979490546,{},{},{}
063622381594,{},{},{}
302698454865,{},{},{}
793046360638,{},{},{}
310608067495,{},{},{}
092526022976,{},{},{}
345491842184,{},{},{}
420452176926,{},{},{}
416271896388,{},{},{}
717835807540,{},{},{}
067845449584,{},{},{}
595405961243,{},{},{}
844485410748,{},{},{}
465635467919,{},{},{}
465336583883,{},{},{}
847354310553,{},{},{}
539461739983,{},{},{}
181092433582,{},{},{}
378516437474,{},{},{}
218677727960,{},{},{}
335268010737,{},{},{}
286977715927,{},{},{}
600198617612,{},{},{}
255975042672,{},{},{}
428469175831,{},{},{}
628955964366,{},{},{}
461099917520,{},{},{}
341808563365,{},{},{}
653609370567,{},{},{}
305520351363,{},{},{}
566141351563,{},{},{}
289907168056,{},{},{}
682596221137,{},{},{}
016973988828,{},{},{}
219536091070,{},{},{}
402104680698,{},{},{}
671784736530,{},{},{}
891024260791,{},{},{}
242580645087,{},{},{}
143884729416,{},{},{}
403070878879,{},{},{}
115370384533,{},{},{}
620900409964,{},{},{}
312020988001,{},{},{}
711026423455,{},{},{}
715323436463,{},{},{}
699044034684,{},{},{}
187662711008,{},{},{}
308599900341,{},{},{}
859412771032,{},{},{}
000740827729,{},{},{}
506386243381,{},{},{}
121537076770,{},{},{}
012768541611,{},{},{}
961714211419,{},{},{}
541075665880,{},{},{}
554634855462,{},{},{}
455165584883,{},{},{}
079225526633,{},{},{}
826719916645,{},{},{}
860933730572,{},{},{}
038170025757,{},{},{}
991595364077,{},{},{}
064269239480,{},{},{}
826733534071,{},{},{}
279305838542,{},{},{}
287662264895,{},{},{}
171039778386,{},{},{}
950941029555,{},{},{}
415392509864,{},{},{}
866346988409,{},{},{}
446790344220,{},{},{}
913894617939,{},{},{}
494220713290,{},{},{}
804666534989,{},{},{}
584947280969,{},{},{}
824032997996,{},{},{}
569123376021,{},{},{}
421425151865,{},{},{}
592020059721,{},{},{}
622678677825,{},{},{}
518380522201,{},{},{}
706973984978,{},{},{}
672175418637,{},{},{}
916456950212,{},{},{}
225042369065,{},{},{}
329929802728,{},{},{}
583127779802,{},{},{}
018973811055,{},{},{}
923156371669,{},{},{}
256174899846,{},{},{}
165539148998,{},{},{}
131598804126,{},{},{}
685940495477,{},{},{}
789298872737,{},{},{}
926814399810,{},{},{}
403985029243,{},{},{}
796820520714,{},{},{}
565056352632,{},{},{}
665056948220,{},{},{}
288064348157,{},{},{}
119965547922,{},{},{}
916386233995,{},{},{}
131274353598,{},{},{}
981140179998,{},{},{}
116701936029,{},{},{}
339860494602,{},{},{}
374180521296,{},{},{}
946411633674,{},{},{}
712890796882,{},{},{}
289335206532,{},{},{}
129981689982,{},{},{}
936613405511,{},{},{}
579284607406,{},{},{}
543682283725,{},{},{}
030379499278,{},{},{}
054913629141,{},{},{}
064471899661,{},{},{}
607033869007,{},{},{}
125522922675,{},{},{}
605031000768,{},{},{}
030913039349,{},{},{}
272184831404,{},{},{}
308509543665,{},{},{}
490975919289,{},{},{}
454438554614,{},{},{}
061503185245,{},{},{}
916996353103,{},{},{}
300060983581,{},{},{}
101390243187,{},{},{}
055276565048,{},{},{}
904671816168,{},{},{}
311989958971,{},{},{}
459165933285,{},{},{}
979670285128,{},{},{}
183722681297,{},{},{}
929621806467,{},{},{}
306825968867,{},{},{}
938344266149,{},{},{}
328702287886,{},{},{}
413990216532,{},{},{}
442318531581,{},{},{}
044898999789,{},{},{}
769061618325,{},{},{}
225769353958,{},{},{}
321789498675,{},{},{}
488541229974,{},{},{}
029309069064,{},{},{}
073514197102,{},{},{}
091445574427,{},{},{}
018296781931,{},{},{}
459430076498,{},{},{}
559941242773,{},{},{}
186717377232,{},{},{}
620905091504,{},{},{}
518007941399,{},{},{}
229758032067,{},{},{}
322555409882,{},{},{}
750452917572,{},{},{}
301069684686,{},{},{}
053779616057,{},{},{}
539922336008,{},{},{}
553484374649,{},{},{}
845713153719,{},{},{}
224912130938,{},{},{}
780506291492,{},{},{}
030528071512,{},{},{}
512086157464,{},{},{}
391229108383,{},{},{}
151418052536,{},{},{}
985225343935,{},{},{}
389369561230,{},{},{}
910408703296,{},{},{}
457957238066,{},{},{}
136814098764,{},{},{}
201397141876,{},{},{}
441339737148,{},{},{}
721777701698,{},{},{}
018474935859,{},{},{}
382530462872,{},{},{}
469920330692,{},{},{}
946583275333,{},{},{}
188900777439,{},{},{}
794687936449,{},{},{}
221890531971,{},{},{}
117272502922,{},{},{}
377147896094,{},{},{}
437313980885,{},{},{}
157102992108,{},{},{}
709880004597,{},{},{}
499930239110,{},{},{}
012646269059,{},{},{}
463634414271,{},{},{}
739148346397,{},{},{}
487021298541,{},{},{}
010388095867,{},{},{}
963808236664,{},{},{}
336282315917,{},{},{}
275375335868,{},{},{}
238460376601,{},{},{}
669848648288,{},{},{}
155025885155,{},{},{}
244553860517,{},{},{}
771037992829,{},{},{}
856987871753,{},{},{}
331015492642,{},{},{}
626512590170,{},{},{}
231779985173,{},{},{}
830784560907,{},{},{}
513267269414,{},{},{}
110851142975,{},{},{}
213344976108,{},{},{}
643597215941,{},{},{}
361553899024,{},{},{}
246741595655,{},{},{}
470894402825,{},{},{}
045129710560,{},{},{}
842633200798,{},{},{}
523237272688,{},{},{}
678713914430,{},{},{}
240745201741,{},{},{}
277978068443,{},{},{}
860202523404,{},{},{}
109397654298,{},{},{}
394842915236,{},{},{}
198444726343,{},{},{}
398906778816,{},{},{}
697490657688,{},{},{}
469648035964,{},{},{}
476648308983,{},{},{}
583299644833,{},{},{}
509988362436,{},{},{}
542940154519,{},{},{}
005820761629,{},{},{}
563216823430,{},{},{}
313655472031,{},{},{}
686395267138,{},{},{}
595414134287,{},{},{}
015132367099,{},{},{}
271464263490,{},{},{}
822067396190,{},{},{}
033351805189,{},{},{}
708689393049,{},{},{}
646960941141,{},{},{}
485489792822,{},{},{}
776344940923,{},{},{}
397670436217,{},{},{}
915124131025,{},{},{}
960802531166,{},{},{}
055275361614,{},{},{}
674498374433,{},{},{}
622077907938,{},{},{}
254946701652,{},{},{}
275987790127,{},{},{}
180271609856,{},{},{}
023820435468,{},{},{}
836351472265,{},{},{}
492879407247,{},{},{}
923374912414,{},{},{}
891834061969,{},{},{}
029056652907,{},{},{}
568765616715,{},{},{}
890227511209,{},{},{}
951206981453,{},{},{}
783040966183,{},{},{}
833458894171,{},{},{}
031126484466,{},{},{}
106836989743,{},{},{}
866268470769,{},{},{}
059564552159,{},{},{}
731502768156,{},{},{}
091850655856,{},{},{}
444947322168,{},{},{}
977217004180,{},{},{}
051055877131,{},{},{}
707751483913,{},{},{}
286929334272,{},{},{}
588043043778,{},{},{}
635514566584,{},{},{}
567183716173,{},{},{}
624696305508,{},{},{}
385717738053,{},{},{}
988940025149,{},{},{}
220264230651,{},{},{}
464892838231,{},{},{}
715711736468,{},{},{}
818622339339,{},{},{}
073305422148,{},{},{}
393526164174,{},{},{}
653955176728,{},{},{}
943410815957,{},{},{}
307448732684,{},{},{}
710367591107,{},{},{}
091212647641,{},{},{}
412343536721,{},{},{}
115831524812,{},{},{}
288433376002,{},{},{}
574756882350,{},{},{}
343607605912,{},{},{}
048349691889,{},{},{}
048036711630,{},{},{}
615018297280,{},{},{}
534879502056,{},{},{}
300868067990,{},{},{}
889715443323,{},{},{}
372908303830,{},{},{}
054237378422,{},{},{}
685952564480,{},{},{}
159959397711,{},{},{}
261059865335,{},{},{}
302909364704,{},{},{}
845154548945,{},{},{}
971605407717,{},{},{}
322592795876,{},{},{}
664574836008,{},{},{}
955507926640,{},{},{}
594382280461,{},{},{}
003448341253,{},{},{}
636123364911,{},{},{}
161518641582,{},{},{}
859385432721,{},{},{}
924793194544,{},{},{}
923670852978,{},{},{}
678083387076,{},{},{}
191824034433,{},{},{}
193185610464,{},{},{}
878006352494,{},{},{}
175666934678,{},{},{}
038425926662,{},{},{}
011197835606,{},{},{}
628052509760,{},{},{}
081671773810,{},{},{}
737106592903,{},{},{}
759309202333,{},{},{}
520310057389,{},{},{}
300975681430,{},{},{}
716883099735,{},{},{}
838920747824,{},{},{}
327284934939,{},{},{}
947860357326,{},{},{}
964014524790,{},{},{}
795540838844,{},{},{}
452409953516,{},{},{}
902684706151,{},{},{}
776054312710,{},{},{}
670088451123,{},{},{}
951996909799,{},{},{}
509617008926,{},{},{}
538289226857,{},{},{}
956287735064,{},{},{}
606518810061,{},{},{}
280068722772,{},{},{}
842123976434,{},{},{}
891162708303,{},{},{}
277503995464,{},{},{}
192624668309,{},{},{}
505557160414,{},{},{}
425035725513,{},{},{}
290511628532,{},{},{}
397396447329,{},{},{}
115338828774,{},{},{}
845572502816,{},{},{}
179869458736,{},{},{}
155509010521,{},{},{}
360014996278,{},{},{}
407137056416,{},{},{}
266677589197,{},{},{}
591856475028,{},{},{}
234421721383,{},{},{}
255016365295,{},{},{}
742508542829,{},{},{}
382282350035,{},{},{}
773179615487,{},{},{}
756423791755,{},{},{}
353739635018,{},{},{}
633253553846,{},{},{}
197492569469,{},{},{}
844254563180,{},{},{}
559348804320,{},{},{}
498507884802,{},{},{}
123578256222,{},{},{}
805536190500,{},{},{}
139116310955,{},{},{}
683993412108,{},{},{}
236215887160,{},{},{}
878499512777,{},{},{}
223573425249,{},{},{}
016603324675,{},{},{}
548550322244,{},{},{}
490139094972,{},{},{}
078928303716,{},{},{}
437964657878,{},{},{}
429253982412,{},{},{}
070814807527,{},{},{}
547867072060,{},{},{}
196451239669,{},{},{}
455330705978,{},{},{}
021216858675,{},{},{}
594647202031,{},{},{}
163733119582,{},{},{}
259165383206,{},{},{}
999988982414,{},{},{}
321230668202,{},{},{}
972769705068,{},{},{}
366477302739,{},{},{}
114181885938,{},{},{}
536167654571,{},{},{}
462172282919,{},{},{}
052202636627,{},{},{}
793274718582,{},{},{}
925765785087,{},{},{}
578100805746,{},{},{}
546145841824,{},{},{}
581832917251,{},{},{}
264089712573,{},{},{}
947290050328,{},{},{}
315157953938,{},{},{}
882035823881,{},{},{}
846964785587,{},{},{}
108221089703,{},{},{}
580057116546,{},{},{}
949599250753,{},{},{}
258150536911,{},{},{}
703532435770,{},{},{}
624217852105,{},{},{}
409234174351,{},{},{}
079079718311,{},{},{}
672456391368,{},{},{}
346760034715,{},{},{}
853350488984,{},{},{}
192052295432,{},{},{}
129342135392,{},{},{}
223431209909,{},{},{}
645086399568,{},{},{}
946714360829,{},{},{}
742872286843,{},{},{}
769109937092,{},{},{}
792134902914,{},{},{}
430060571289,{},{},{}
415728711350,{},{},{}
609021784826,{},{},{}
968417432596,{},{},{}
081705247652,{},{},{}
909802112245,{},{},{}
851653212947,{},{},{}
576077523139,{},{},{}
044065551949,{},{},{}
850681809478,{},{},{}
701669826111,{},{},{}
656551255057,{},{},{}
933580253408,{},{},{}
949876810121,{},{},{}
857861834914,{},{},{}
503609194050,{},{},{}
623843675269,{},{},{}
900143929510,{},{},{}
787050015745,{},{},{}
004579554821,{},{},{}
835536584016,{},{},{}
709068786293,{},{},{}
717663086235,{},{},{}
853273305213,{},{},{}
737321684348,{},{},{}
929337674514,{},{},{}
717521416574,{},{},{}
541025681506,{},{},{}
908840287119,{},{},{}
953225496130,{},{},{}
694521949721,{},{},{}
706888534907,{},{},{}
402846022952,{},{},{}
443054635396,{},{},{}
906207036520,{},{},{}
074337182985,{},{},{}
863718511839,{},{},{}
389864917971,{},{},{}
813225713287,{},{},{}
676964337889,{},{},{}
886641996750,{},{},{}
216503551898,{},{},{}
499648309767,{},{},{}
321156494240,{},{},{}
507985898392,{},{},{}
038978476868,{},{},{}
345293168894,{},{},{}
869772328117,{},{},{}
146476746284,{},{},{}
452937092616,{},{},{}
332852511719,{},{},{}
938917520532,{},{},{}
666822185783,{},{},{}
670455945541,{},{},{}
495448405080,{},{},{}
049860252886,{},{},{}
993472149702,{},{},{}
287076129150,{},{},{}
919959337288,{},{},{}
643949788600,{},{},{}
075252986323,{},{},{}
600514944188,{},{},{}
325595682059,{},{},{}
103225136483,{},{},{}
284394849852,{},{},{}
415285485690,{},{},{}
080763256664,{},{},{}
304438877043,{},{},{}
689635971389,{},{},{}
364243886791,{},{},{}
795336526980,{},{},{}
649846526025,{},{},{}
379305406654,{},{},{}
444326730625,{},{},{}
238817314625,{},{},{}
086094359481,{},{},{}
608861808274,{},{},{}
140357748225,{},{},{}
963453993228,{},{},{}
403594594402,{},{},{}
044332205675,{},{},{}
094352353438,{},{},{}
546952443425,{},{},{}
737274340807,{},{},{}
619394321908,{},{},{}
655419202341,{},{},{}
369629592888,{},{},{}
966469371995,{},{},{}
458915567345,{},{},{}
289587827025,{},{},{}
066607563007,{},{},{}
554719423122,{},{},{}
108922814336,{},{},{}
469194414097,{},{},{}
880746533793,{},{},{}
748137105620,{},{},{}
002161907944,{},{},{}
684303818115,{},{},{}
295852093441,{},{},{}
152123864015,{},{},{}
164252683190,{},{},{}
141992618552,{},{},{}
302811216909,{},{},{}
639783862842,{},{},{}
933897816475,{},{},{}
728775186759,{},{},{}
441688731136,{},{},{}
971608984831,{},{},{}
470352108013,{},{},{}
682318557144,{},{},{}
407826714895,{},{},{}
828223215542,{},{},{}
670522022641,{},{},{}
832654387172,{},{},{}
047553092296,{},{},{}
947482914100,{},{},{}
003686684833,{},{},{}
321156925608,{},{},{}
587862700831,{},{},{}
135621536740,{},{},{}
751820876919,{},{},{}
738320376088,{},{},{}
602788827592,{},{},{}
491358168958,{},{},{}
807050634970,{},{},{}
184188291283,{},{},{}
728035437938,{},{},{}
305303383326,{},{},{}
072223816334,{},{},{}
192025143583,{},{},{}
405612203607,{},{},{}
279209477748,{},{},{}
512339515425,{},{},{}
663074513010,{},{},{}
986706475314,{},{},{}
797920797282,{},{},{}
591565364250,{},{},{}
243729298260,{},{},{}
066706744190,{},{},{}
037741885681,{},{},{}
405963432156,{},{},{}
099586404754,{},{},{}
326346672724,{},{},{}
540211462453,{},{},{}
051285738999,{},{},{}
894951951383,{},{},{}
874317747393,{},{},{}
775897630184,{},{},{}
036742098723,{},{},{}
329490891623,{},{},{}
578808205878,{},{},{}
305150792626,{},{},{}
563952599079,{},{},{}
255037411957,{},{},{}
192009694603,{},{},{}
433186569542,{},{},{}
822144689748,{},{},{}
582916575077,{},{},{}
628098197500,{},{},{}
470572131408,{},{},{}
717783784031,{},{},{}
934685779039,{},{},{}
918152717305,{},{},{}
179812269141,{},{},{}
294365697457,{},{},{}
327820201538,{},{},{}
593331582805,{},{},{}
